Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1,https://tztoken.com/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
2,https://ucwangpan.com/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
3,https://rebrand.ly/q8m33i0,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
4,https://rebrand.ly/v3r26x3,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
5,https://3nhk.post778.top,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
6,http://blog.under.jp/assets_c/2009/03/po/,N/A,N/A,N/A,N/A,
7,https://bafybeienj75bt2fcirvt2g6h72jq5jnif3jhnvmd3yo4m2edc5rtkmbtbm.ipfs.dweb.link/Index.html,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
8,https://darts-dining-r.jp/usps,N/A,N/A,N/A,N/A,
9,https://bc001.net/ca.html,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
10,https://www.glutfgua.ga/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
11,https://www.msatercrard.me/3ds/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
12,https://159.65.156.214/,N/A,N/A,N/A,N/A,
13,https://wdrobclolm.duckdns.org/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
14,https://xngxhdlmoa.duckdns.org/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
15,http://hamosaleemblog.com/tmp/rms/nid/loginfwdi,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
16,http://dynprujfrc.duckdns.org/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
17,http://lpzsooeptd.duckdns.org/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
18,https://xn--gckc5ltbwc0f.weebly.com/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
19,https://insy-niyft.xrfpxku.com/ja-JP/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
20,https://chit.enthira.com/plala,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
21,https://document-scanning.jp/ccx/redacted-api/verify.php,N/A,N/A,N/A,N/A,
22,https://jtdnkeuz.com/jp,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
23,https://www.jtdnkeuz.com/jp.php,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
24,https://app-ascnaeon.corp-mcwtcb.com/bsd/ReactivePayment,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
